review_id,product_id,date,rating,sentiment,platform,comment
R103733,PC014,2022-10-21,5.0,Positive,Shopee,"Packaging bocor saat diterima, kurang aman."
R103734,PC010,2022-11-02,1.1,Negative,Shopee,Kemasan baru lebih ramah lingkungan.
R103735,PC004,2023-06-12,1.8,Negative,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.
R103736,PC015,2020-01-18,3.5,Neutral,Tokopedia,"Harga sesuai, kualitas oke."
R103737,PC001,2025-12-21,3.1,Neutral,Tokopedia,"Harga sesuai, kualitas oke."
R103738,PC006,2022-12-30,4.8,Positive,Tokopedia,Wangi terlalu kuat untuk saya.
R103739,PC002,2021-08-07,2.8,Negative,Shopee,Kemasan baru lebih ramah lingkungan.
R103740,PC009,2022-06-08,4.1,Positive,Official Store,Wangi terlalu kuat untuk saya.
R103741,PC015,2024-04-08,1.9,Negative,Instagram,"Harumnya tahan lama, suka banget!"
R103742,PC008,2020-03-12,3.6,Neutral,Tokopedia,Wangi terlalu kuat untuk saya.
R103743,PC002,2023-04-28,4.2,Positive,Tokopedia,"Packaging bocor saat diterima, kurang aman."
R103744,PC012,2021-03-13,4.4,Positive,Instagram,Wangi terlalu kuat untuk saya.
R103745,PC004,2024-05-26,1.2,Negative,Instagram,"Harga sesuai, kualitas oke."
R103746,PC002,2025-08-25,4.9,Positive,Official Store,Memberikan hasil sesuai klaim after 2 weeks.
R103747,PC004,2022-06-23,2.0,Negative,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.
R103748,PC010,2024-01-16,3.8,Neutral,Instagram,"Kurang cocok di kulit saya, agak kering."
R103749,PC004,2021-09-12,3.2,Neutral,Official Store,"Mudah dibeli saat promo, value for money."
R103750,PC013,2022-07-18,1.5,Negative,Instagram,"Kurang cocok di kulit saya, agak kering."
R103751,PC005,2022-10-10,2.0,Negative,Tokopedia,"Harga sesuai, kualitas oke."
R103752,PC015,2022-04-19,2.1,Negative,Tokopedia,"Harumnya tahan lama, suka banget!"
R103753,PC006,2025-04-06,1.2,Negative,Shopee,"Harumnya tahan lama, suka banget!"
R103754,PC014,2025-05-04,3.9,Neutral,Official Store,"Packaging bocor saat diterima, kurang aman."
R103755,PC001,2025-03-05,1.4,Negative,Official Store,Wangi terlalu kuat untuk saya.
R103756,PC001,2024-03-29,3.9,Neutral,Tokopedia,"Harumnya tahan lama, suka banget!"
R103757,PC011,2022-05-29,1.8,Negative,Shopee,"Harga sesuai, kualitas oke."
R103758,PC012,2020-03-14,2.6,Negative,Shopee,Wangi terlalu kuat untuk saya.
R103759,PC014,2023-08-15,3.2,Neutral,Instagram,"Packaging bocor saat diterima, kurang aman."
R103760,PC007,2025-09-29,1.9,Negative,Official Store,Kemasan baru lebih ramah lingkungan.
R103761,PC006,2025-02-13,1.6,Negative,Instagram,"Packaging bocor saat diterima, kurang aman."
R103762,PC011,2021-09-20,3.6,Neutral,Official Store,"Harga sesuai, kualitas oke."
R103763,PC012,2021-11-23,2.9,Negative,Official Store,"Mudah dibeli saat promo, value for money."
R103764,PC004,2020-12-04,1.5,Negative,Tokopedia,Kemasan baru lebih ramah lingkungan.
R103765,PC002,2025-11-08,2.4,Negative,Official Store,"Kurang cocok di kulit saya, agak kering."
R103766,PC009,2021-01-08,1.0,Negative,Instagram,"Mudah dibeli saat promo, value for money."
R103767,PC012,2024-12-12,4.9,Positive,Instagram,"Packaging bocor saat diterima, kurang aman."
R103768,PC001,2022-10-02,2.6,Negative,Instagram,"Harga sesuai, kualitas oke."
R103769,PC004,2022-03-01,1.2,Negative,Shopee,"Mudah dibeli saat promo, value for money."
R103770,PC001,2021-03-12,2.9,Negative,Shopee,"Harga sesuai, kualitas oke."
R103771,PC015,2024-06-23,4.5,Positive,Shopee,"Harga sesuai, kualitas oke."
R103772,PC014,2021-05-17,2.7,Negative,Official Store,Memberikan hasil sesuai klaim after 2 weeks.
R103773,PC013,2024-06-29,5.0,Positive,Official Store,Kemasan baru lebih ramah lingkungan.
R103774,PC013,2024-06-30,1.4,Negative,Shopee,Wangi terlalu kuat untuk saya.
R103775,PC012,2021-07-09,1.5,Negative,Shopee,"Harga sesuai, kualitas oke."
R103776,PC010,2025-02-02,3.4,Neutral,Instagram,"Packaging bocor saat diterima, kurang aman."
R103777,PC008,2024-01-22,3.4,Neutral,Official Store,Memberikan hasil sesuai klaim after 2 weeks.
R103778,PC012,2026-01-05,1.7,Negative,Instagram,"Mudah dibeli saat promo, value for money."
R103779,PC005,2025-08-21,4.6,Positive,Official Store,Kemasan baru lebih ramah lingkungan.
R103780,PC013,2024-07-12,2.8,Negative,Tokopedia,Wangi terlalu kuat untuk saya.
R103781,PC005,2024-01-22,1.4,Negative,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.
R103782,PC015,2023-05-11,3.6,Neutral,Official Store,"Mudah dibeli saat promo, value for money."
R103783,PC002,2022-01-12,3.0,Neutral,Shopee,"Mudah dibeli saat promo, value for money."
R103784,PC008,2022-09-15,2.0,Negative,Tokopedia,"Harumnya tahan lama, suka banget!"
R103785,PC013,2023-07-25,3.2,Neutral,Official Store,Wangi terlalu kuat untuk saya.
R103786,PC012,2022-05-17,1.8,Negative,Instagram,"Packaging bocor saat diterima, kurang aman."
R103787,PC011,2021-04-29,1.7,Negative,Official Store,"Mudah dibeli saat promo, value for money."
R103788,PC010,2022-11-02,4.5,Positive,Tokopedia,"Kurang cocok di kulit saya, agak kering."
R103789,PC007,2020-06-08,4.0,Positive,Shopee,"Mudah dibeli saat promo, value for money."
R103790,PC007,2020-02-27,1.4,Negative,Shopee,"Kurang cocok di kulit saya, agak kering."
R103791,PC012,2023-09-16,1.5,Negative,Official Store,Wangi terlalu kuat untuk saya.
R103792,PC014,2022-09-23,2.3,Negative,Instagram,"Harumnya tahan lama, suka banget!"
R103793,PC002,2025-01-30,3.0,Neutral,Shopee,"Kurang cocok di kulit saya, agak kering."
R103794,PC007,2022-05-07,1.0,Negative,Official Store,"Packaging bocor saat diterima, kurang aman."
R103795,PC008,2024-10-13,3.0,Neutral,Official Store,"Harumnya tahan lama, suka banget!"
R103796,PC014,2025-12-28,3.3,Neutral,Tokopedia,"Harga sesuai, kualitas oke."
R103797,PC015,2025-09-14,2.2,Negative,Instagram,Wangi terlalu kuat untuk saya.
R103798,PC015,2024-07-20,1.3,Negative,Official Store,"Harumnya tahan lama, suka banget!"
R103799,PC011,2023-01-03,2.9,Negative,Instagram,"Kurang cocok di kulit saya, agak kering."
R103800,PC015,2025-05-12,4.9,Positive,Instagram,Memberikan hasil sesuai klaim after 2 weeks.
R103801,PC014,2022-06-27,1.6,Negative,Official Store,"Mudah dibeli saat promo, value for money."
R103802,PC013,2021-11-16,1.9,Negative,Official Store,Memberikan hasil sesuai klaim after 2 weeks.
R103803,PC011,2024-09-27,2.3,Negative,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.
R103804,PC010,2020-11-10,4.4,Positive,Shopee,"Mudah dibeli saat promo, value for money."
R103805,PC004,2025-09-14,4.8,Positive,Instagram,Wangi terlalu kuat untuk saya.
R103806,PC014,2021-02-18,1.8,Negative,Official Store,"Harumnya tahan lama, suka banget!"
R103807,PC013,2023-05-13,2.0,Negative,Shopee,"Mudah dibeli saat promo, value for money."
R103808,PC010,2021-02-13,4.6,Positive,Instagram,"Packaging bocor saat diterima, kurang aman."
R103809,PC014,2020-11-23,3.6,Neutral,Instagram,Wangi terlalu kuat untuk saya.
R103810,PC015,2023-12-16,3.6,Neutral,Official Store,"Packaging bocor saat diterima, kurang aman."
R103811,PC010,2022-03-12,2.8,Negative,Shopee,Memberikan hasil sesuai klaim after 2 weeks.
R103812,PC012,2021-04-13,1.3,Negative,Official Store,"Kurang cocok di kulit saya, agak kering."
R103813,PC003,2024-08-06,2.3,Negative,Tokopedia,"Packaging bocor saat diterima, kurang aman."
R103814,PC002,2021-12-22,4.3,Positive,Official Store,"Kurang cocok di kulit saya, agak kering."
R103815,PC007,2024-12-07,4.1,Positive,Shopee,"Harumnya tahan lama, suka banget!"
R103816,PC002,2025-11-20,4.2,Positive,Tokopedia,"Packaging bocor saat diterima, kurang aman."
R103817,PC005,2022-12-10,1.1,Negative,Official Store,"Packaging bocor saat diterima, kurang aman."
R103818,PC013,2023-06-04,4.3,Positive,Tokopedia,"Harga sesuai, kualitas oke."
R103819,PC012,2021-06-12,2.1,Negative,Shopee,"Harumnya tahan lama, suka banget!"
R103820,PC008,2023-06-05,4.2,Positive,Tokopedia,"Harga sesuai, kualitas oke."
R103821,PC003,2021-04-19,2.0,Negative,Tokopedia,"Kurang cocok di kulit saya, agak kering."
R103822,PC014,2021-07-31,1.9,Negative,Instagram,"Harumnya tahan lama, suka banget!"
R103823,PC005,2025-08-06,4.0,Positive,Shopee,"Kurang cocok di kulit saya, agak kering."
R103824,PC015,2021-07-10,3.5,Neutral,Tokopedia,"Packaging bocor saat diterima, kurang aman."
R103825,PC015,2025-02-17,4.9,Positive,Official Store,"Mudah dibeli saat promo, value for money."
R103826,PC014,2025-11-20,3.4,Neutral,Shopee,"Harumnya tahan lama, suka banget!"
R103827,PC006,2020-03-21,3.4,Neutral,Shopee,"Kurang cocok di kulit saya, agak kering."
R103828,PC015,2022-05-21,2.1,Negative,Instagram,"Mudah dibeli saat promo, value for money."
R103829,PC010,2021-08-23,4.6,Positive,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.
R103830,PC003,2021-01-18,3.4,Neutral,Tokopedia,"Kurang cocok di kulit saya, agak kering."
R103831,PC012,2020-09-26,1.7,Negative,Tokopedia,"Packaging bocor saat diterima, kurang aman."
R103832,PC014,2022-05-03,3.6,Neutral,Official Store,Kemasan baru lebih ramah lingkungan.
R103833,PC005,2023-08-10,2.0,Negative,Official Store,"Harga sesuai, kualitas oke."
R103834,PC014,2021-02-16,4.6,Positive,Official Store,"Mudah dibeli saat promo, value for money."
R103835,PC015,2020-10-28,3.8,Neutral,Shopee,"Mudah dibeli saat promo, value for money."
R103836,PC001,2022-08-07,1.5,Negative,Instagram,"Harumnya tahan lama, suka banget!"
R103837,PC003,2021-05-01,1.1,Negative,Official Store,"Harga sesuai, kualitas oke."
R103838,PC015,2021-09-05,1.6,Negative,Instagram,"Packaging bocor saat diterima, kurang aman."
R103839,PC005,2024-03-17,2.8,Negative,Official Store,"Harga sesuai, kualitas oke."
R103840,PC009,2025-07-21,4.2,Positive,Instagram,"Kurang cocok di kulit saya, agak kering."
R103841,PC009,2020-07-30,2.1,Negative,Shopee,Kemasan baru lebih ramah lingkungan.
R103842,PC001,2021-09-14,3.0,Neutral,Official Store,"Harga sesuai, kualitas oke."
R103843,PC003,2021-11-12,2.2,Negative,Official Store,"Kurang cocok di kulit saya, agak kering."
R103844,PC008,2021-07-12,2.3,Negative,Shopee,Wangi terlalu kuat untuk saya.
R103845,PC010,2021-07-19,3.5,Neutral,Instagram,Wangi terlalu kuat untuk saya.
R103846,PC006,2023-06-06,3.1,Neutral,Tokopedia,"Mudah dibeli saat promo, value for money."
R103847,PC015,2022-06-03,1.3,Negative,Shopee,"Harga sesuai, kualitas oke."
R103848,PC010,2021-08-03,2.1,Negative,Instagram,Kemasan baru lebih ramah lingkungan.
R103849,PC003,2022-10-22,3.6,Neutral,Instagram,Memberikan hasil sesuai klaim after 2 weeks.
R103850,PC005,2024-04-14,1.6,Negative,Shopee,"Mudah dibeli saat promo, value for money."
R103851,PC009,2021-03-26,3.7,Neutral,Tokopedia,Wangi terlalu kuat untuk saya.
R103852,PC001,2024-02-12,3.9,Neutral,Official Store,"Kurang cocok di kulit saya, agak kering."
R103853,PC001,2020-04-16,2.5,Negative,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.
R103854,PC002,2020-09-27,2.0,Negative,Instagram,"Kurang cocok di kulit saya, agak kering."
R103855,PC005,2024-05-03,3.8,Neutral,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.
R103856,PC003,2025-07-21,1.1,Negative,Official Store,"Kurang cocok di kulit saya, agak kering."
R103857,PC003,2024-04-10,3.3,Neutral,Shopee,"Packaging bocor saat diterima, kurang aman."
R103858,PC004,2020-08-26,3.1,Neutral,Tokopedia,Kemasan baru lebih ramah lingkungan.
R103859,PC001,2024-06-08,4.7,Positive,Official Store,"Packaging bocor saat diterima, kurang aman."
R103860,PC006,2020-04-15,2.0,Negative,Tokopedia,Wangi terlalu kuat untuk saya.
R103861,PC010,2022-07-03,4.9,Positive,Instagram,Wangi terlalu kuat untuk saya.
R103862,PC012,2025-01-03,3.4,Neutral,Tokopedia,"Packaging bocor saat diterima, kurang aman."
R103863,PC009,2020-06-03,4.9,Positive,Instagram,"Kurang cocok di kulit saya, agak kering."
R103864,PC003,2022-01-11,3.5,Neutral,Official Store,Memberikan hasil sesuai klaim after 2 weeks.
R103865,PC009,2025-03-10,1.6,Negative,Instagram,"Kurang cocok di kulit saya, agak kering."
R103866,PC011,2022-02-24,3.6,Neutral,Tokopedia,"Mudah dibeli saat promo, value for money."
R103867,PC013,2020-06-20,2.7,Negative,Instagram,Kemasan baru lebih ramah lingkungan.
R103868,PC001,2025-02-14,3.8,Neutral,Instagram,Kemasan baru lebih ramah lingkungan.
R103869,PC001,2024-09-27,4.9,Positive,Shopee,"Mudah dibeli saat promo, value for money."
R103870,PC009,2024-06-19,2.3,Negative,Shopee,"Kurang cocok di kulit saya, agak kering."
R103871,PC008,2021-08-24,3.3,Neutral,Shopee,"Kurang cocok di kulit saya, agak kering."
R103872,PC008,2023-07-09,2.8,Negative,Tokopedia,Kemasan baru lebih ramah lingkungan.
R103873,PC015,2025-08-09,4.0,Positive,Shopee,"Kurang cocok di kulit saya, agak kering."
R103874,PC012,2025-06-01,2.4,Negative,Instagram,Kemasan baru lebih ramah lingkungan.
R103875,PC002,2024-10-03,1.8,Negative,Tokopedia,"Packaging bocor saat diterima, kurang aman."
R103876,PC001,2020-03-29,4.0,Positive,Instagram,"Kurang cocok di kulit saya, agak kering."
R103877,PC003,2025-01-27,2.0,Negative,Official Store,"Packaging bocor saat diterima, kurang aman."
R103878,PC002,2024-02-29,3.7,Neutral,Instagram,"Packaging bocor saat diterima, kurang aman."
R103879,PC008,2020-09-19,1.4,Negative,Instagram,Wangi terlalu kuat untuk saya.
R103880,PC012,2021-03-19,2.1,Negative,Shopee,"Packaging bocor saat diterima, kurang aman."
R103881,PC003,2022-07-22,4.7,Positive,Tokopedia,"Harumnya tahan lama, suka banget!"
R103882,PC010,2021-09-23,4.6,Positive,Tokopedia,"Harga sesuai, kualitas oke."
R103883,PC003,2023-12-05,2.9,Negative,Tokopedia,"Harumnya tahan lama, suka banget!"
R103884,PC014,2020-02-15,4.8,Positive,Shopee,"Harumnya tahan lama, suka banget!"
R103885,PC012,2025-11-29,4.3,Positive,Instagram,"Kurang cocok di kulit saya, agak kering."
R103886,PC001,2024-03-06,2.3,Negative,Instagram,"Harumnya tahan lama, suka banget!"
R103887,PC007,2025-09-08,1.1,Negative,Official Store,"Kurang cocok di kulit saya, agak kering."
R103888,PC014,2024-02-28,3.3,Neutral,Shopee,Wangi terlalu kuat untuk saya.
R103889,PC003,2021-04-21,3.3,Neutral,Shopee,"Kurang cocok di kulit saya, agak kering."
R103890,PC007,2020-12-26,2.9,Negative,Official Store,"Harumnya tahan lama, suka banget!"
R103891,PC010,2022-07-10,4.3,Positive,Tokopedia,"Mudah dibeli saat promo, value for money."
R103892,PC010,2021-12-07,2.7,Negative,Shopee,Kemasan baru lebih ramah lingkungan.
R103893,PC005,2022-06-18,3.1,Neutral,Shopee,"Harumnya tahan lama, suka banget!"
R103894,PC009,2022-08-08,3.2,Neutral,Tokopedia,"Harga sesuai, kualitas oke."
R103895,PC009,2021-02-21,2.4,Negative,Shopee,"Mudah dibeli saat promo, value for money."
R103896,PC004,2023-10-28,3.7,Neutral,Instagram,Memberikan hasil sesuai klaim after 2 weeks.
R103897,PC009,2022-04-25,3.7,Neutral,Shopee,"Packaging bocor saat diterima, kurang aman."
R103898,PC015,2020-02-14,3.2,Neutral,Shopee,"Mudah dibeli saat promo, value for money."
R103899,PC009,2022-06-12,4.9,Positive,Tokopedia,"Kurang cocok di kulit saya, agak kering."
R103900,PC002,2025-05-14,2.8,Negative,Instagram,Memberikan hasil sesuai klaim after 2 weeks.
R103901,PC013,2025-04-20,4.9,Positive,Shopee,"Packaging bocor saat diterima, kurang aman."
R103902,PC001,2021-04-08,3.2,Neutral,Official Store,"Packaging bocor saat diterima, kurang aman."
R103903,PC002,2023-08-29,1.0,Negative,Shopee,"Packaging bocor saat diterima, kurang aman."
R103904,PC004,2023-07-28,1.5,Negative,Instagram,"Kurang cocok di kulit saya, agak kering."
R103905,PC004,2022-08-30,3.5,Neutral,Official Store,"Packaging bocor saat diterima, kurang aman."
R103906,PC003,2021-04-17,1.7,Negative,Official Store,"Mudah dibeli saat promo, value for money."
R103907,PC013,2023-06-19,1.4,Negative,Tokopedia,"Harumnya tahan lama, suka banget!"
R103908,PC005,2025-10-05,2.6,Negative,Tokopedia,"Packaging bocor saat diterima, kurang aman."
R103909,PC008,2024-03-08,3.9,Neutral,Official Store,Wangi terlalu kuat untuk saya.
R103910,PC008,2024-02-24,4.6,Positive,Tokopedia,Wangi terlalu kuat untuk saya.
R103911,PC002,2021-09-30,2.2,Negative,Instagram,Kemasan baru lebih ramah lingkungan.
R103912,PC006,2020-02-04,2.2,Negative,Tokopedia,"Harga sesuai, kualitas oke."
R103913,PC003,2020-08-31,4.3,Positive,Official Store,Wangi terlalu kuat untuk saya.
R103914,PC004,2020-08-21,4.8,Positive,Tokopedia,"Harga sesuai, kualitas oke."
R103915,PC013,2022-02-12,1.3,Negative,Shopee,"Mudah dibeli saat promo, value for money."
R103916,PC002,2020-11-06,1.5,Negative,Instagram,Wangi terlalu kuat untuk saya.
R103917,PC015,2022-02-22,3.7,Neutral,Official Store,"Packaging bocor saat diterima, kurang aman."
R103918,PC010,2022-10-06,1.9,Negative,Shopee,Kemasan baru lebih ramah lingkungan.
R103919,PC006,2020-03-04,2.7,Negative,Tokopedia,"Harumnya tahan lama, suka banget!"
R103920,PC008,2024-07-27,1.5,Negative,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.
R103921,PC014,2020-05-13,3.7,Neutral,Official Store,"Harga sesuai, kualitas oke."
R103922,PC006,2024-05-29,3.2,Neutral,Shopee,"Harga sesuai, kualitas oke."
R103923,PC009,2023-01-29,3.5,Neutral,Instagram,"Harga sesuai, kualitas oke."
R103924,PC005,2025-11-10,2.9,Negative,Official Store,"Packaging bocor saat diterima, kurang aman."
R103925,PC003,2025-04-04,2.6,Negative,Shopee,"Packaging bocor saat diterima, kurang aman."
R103926,PC004,2021-12-05,4.4,Positive,Instagram,"Harga sesuai, kualitas oke."
R103927,PC002,2025-03-08,1.1,Negative,Instagram,Kemasan baru lebih ramah lingkungan.
R103928,PC008,2022-05-01,3.7,Neutral,Tokopedia,"Harumnya tahan lama, suka banget!"
R103929,PC002,2022-11-05,2.2,Negative,Tokopedia,Wangi terlalu kuat untuk saya.
R103930,PC008,2022-02-14,4.1,Positive,Official Store,"Packaging bocor saat diterima, kurang aman."
R103931,PC007,2024-09-07,4.9,Positive,Tokopedia,"Packaging bocor saat diterima, kurang aman."
R103932,PC013,2023-02-19,4.3,Positive,Instagram,"Harumnya tahan lama, suka banget!"
R103933,PC007,2020-07-26,2.3,Negative,Tokopedia,"Harumnya tahan lama, suka banget!"
R103934,PC014,2022-10-04,4.0,Positive,Official Store,"Harga sesuai, kualitas oke."
R103935,PC008,2025-11-03,2.2,Negative,Shopee,Memberikan hasil sesuai klaim after 2 weeks.
R103936,PC011,2020-10-09,3.0,Neutral,Official Store,"Harga sesuai, kualitas oke."
R103937,PC014,2020-08-05,1.3,Negative,Shopee,Kemasan baru lebih ramah lingkungan.
R103938,PC014,2021-05-28,3.2,Neutral,Official Store,"Packaging bocor saat diterima, kurang aman."
R103939,PC015,2025-05-08,4.1,Positive,Instagram,"Packaging bocor saat diterima, kurang aman."
R103940,PC010,2022-02-20,2.0,Negative,Instagram,"Mudah dibeli saat promo, value for money."
R103941,PC003,2025-07-30,1.1,Negative,Instagram,"Kurang cocok di kulit saya, agak kering."
R103942,PC011,2020-04-11,4.5,Positive,Instagram,"Mudah dibeli saat promo, value for money."
R103943,PC015,2020-09-19,1.3,Negative,Instagram,Kemasan baru lebih ramah lingkungan.
R103944,PC009,2025-03-02,3.2,Neutral,Shopee,Kemasan baru lebih ramah lingkungan.
R103945,PC011,2022-08-29,3.1,Neutral,Instagram,"Packaging bocor saat diterima, kurang aman."
R103946,PC009,2023-08-10,3.8,Neutral,Shopee,"Harumnya tahan lama, suka banget!"
R103947,PC006,2020-08-02,1.4,Negative,Shopee,"Packaging bocor saat diterima, kurang aman."
R103948,PC011,2021-11-24,2.4,Negative,Shopee,"Harga sesuai, kualitas oke."
R103949,PC010,2025-08-27,2.1,Negative,Official Store,"Mudah dibeli saat promo, value for money."
R103950,PC013,2022-10-22,1.8,Negative,Official Store,Memberikan hasil sesuai klaim after 2 weeks.
R103951,PC006,2022-08-11,4.0,Positive,Instagram,Kemasan baru lebih ramah lingkungan.
R103952,PC010,2024-01-28,1.7,Negative,Tokopedia,"Harumnya tahan lama, suka banget!"
R103953,PC012,2020-08-01,4.4,Positive,Shopee,Wangi terlalu kuat untuk saya.
R103954,PC008,2025-10-02,2.2,Negative,Official Store,Kemasan baru lebih ramah lingkungan.
R103955,PC006,2025-09-20,1.6,Negative,Shopee,"Harumnya tahan lama, suka banget!"
R103956,PC007,2020-09-01,4.6,Positive,Tokopedia,Kemasan baru lebih ramah lingkungan.
R103957,PC001,2024-05-24,1.8,Negative,Instagram,"Packaging bocor saat diterima, kurang aman."
R103958,PC011,2022-02-27,2.8,Negative,Tokopedia,"Harumnya tahan lama, suka banget!"
R103959,PC012,2022-07-18,1.7,Negative,Instagram,"Harumnya tahan lama, suka banget!"
R103960,PC001,2024-03-02,3.0,Neutral,Instagram,Memberikan hasil sesuai klaim after 2 weeks.
R103961,PC011,2024-10-21,3.3,Neutral,Official Store,Kemasan baru lebih ramah lingkungan.
R103962,PC003,2020-03-01,1.6,Negative,Official Store,"Kurang cocok di kulit saya, agak kering."
R103963,PC002,2024-02-25,1.3,Negative,Shopee,Wangi terlalu kuat untuk saya.
R103964,PC007,2024-03-28,4.3,Positive,Instagram,"Mudah dibeli saat promo, value for money."
R103965,PC015,2021-04-22,1.3,Negative,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.
R103966,PC003,2021-05-10,3.1,Neutral,Instagram,"Harumnya tahan lama, suka banget!"
R103967,PC002,2024-03-30,1.6,Negative,Tokopedia,"Harumnya tahan lama, suka banget!"
R103968,PC006,2022-08-06,2.7,Negative,Shopee,Wangi terlalu kuat untuk saya.
R103969,PC008,2024-11-06,3.5,Neutral,Instagram,"Harumnya tahan lama, suka banget!"
R103970,PC015,2021-05-13,2.6,Negative,Official Store,"Kurang cocok di kulit saya, agak kering."
R103971,PC014,2024-05-12,1.1,Negative,Tokopedia,Kemasan baru lebih ramah lingkungan.
R103972,PC003,2020-04-17,4.5,Positive,Official Store,Wangi terlalu kuat untuk saya.
R103973,PC013,2024-11-16,4.8,Positive,Shopee,Kemasan baru lebih ramah lingkungan.
R103974,PC007,2025-12-11,4.5,Positive,Official Store,Wangi terlalu kuat untuk saya.
R103975,PC008,2021-12-14,3.4,Neutral,Tokopedia,"Harga sesuai, kualitas oke."
R103976,PC002,2020-10-18,1.5,Negative,Shopee,"Harumnya tahan lama, suka banget!"
R103977,PC015,2024-11-15,4.1,Positive,Tokopedia,"Harumnya tahan lama, suka banget!"
R103978,PC004,2022-03-30,2.8,Negative,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.
R103979,PC004,2025-12-01,4.2,Positive,Official Store,"Harumnya tahan lama, suka banget!"
R103980,PC004,2020-04-08,1.6,Negative,Tokopedia,Kemasan baru lebih ramah lingkungan.
R103981,PC015,2025-02-02,3.8,Neutral,Tokopedia,"Packaging bocor saat diterima, kurang aman."
R103982,PC015,2021-08-20,2.4,Negative,Official Store,Memberikan hasil sesuai klaim after 2 weeks.
R103983,PC001,2021-07-24,3.3,Neutral,Official Store,Wangi terlalu kuat untuk saya.
R103984,PC011,2025-01-29,4.8,Positive,Instagram,"Harumnya tahan lama, suka banget!"
R103985,PC004,2025-09-08,1.7,Negative,Instagram,Memberikan hasil sesuai klaim after 2 weeks.
R103986,PC015,2024-08-20,4.8,Positive,Instagram,Memberikan hasil sesuai klaim after 2 weeks.
R103987,PC014,2025-08-26,1.0,Negative,Shopee,"Packaging bocor saat diterima, kurang aman."
R103988,PC006,2025-07-26,4.3,Positive,Tokopedia,"Harga sesuai, kualitas oke."
R103989,PC011,2022-09-27,3.0,Neutral,Tokopedia,"Harumnya tahan lama, suka banget!"
R103990,PC003,2023-07-13,2.2,Negative,Instagram,"Kurang cocok di kulit saya, agak kering."
R103991,PC008,2023-08-06,4.7,Positive,Shopee,"Harumnya tahan lama, suka banget!"
R103992,PC014,2022-03-16,2.2,Negative,Instagram,Kemasan baru lebih ramah lingkungan.
R103993,PC007,2020-01-24,4.0,Positive,Shopee,"Harga sesuai, kualitas oke."
R103994,PC012,2025-07-31,1.1,Negative,Official Store,"Packaging bocor saat diterima, kurang aman."
R103995,PC004,2023-11-21,2.2,Negative,Tokopedia,"Harumnya tahan lama, suka banget!"
R103996,PC002,2024-10-02,3.1,Neutral,Shopee,"Harga sesuai, kualitas oke."
R103997,PC002,2020-09-25,1.3,Negative,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.
R103998,PC015,2023-05-05,4.2,Positive,Official Store,Wangi terlalu kuat untuk saya.
R103999,PC007,2022-09-02,1.2,Negative,Official Store,"Harumnya tahan lama, suka banget!"
R104000,PC013,2023-09-27,4.9,Positive,Tokopedia,"Packaging bocor saat diterima, kurang aman."
R104001,PC009,2020-10-20,2.1,Negative,Tokopedia,"Mudah dibeli saat promo, value for money."
R104002,PC010,2022-04-17,4.1,Positive,Official Store,Wangi terlalu kuat untuk saya.
R104003,PC003,2022-11-28,1.7,Negative,Official Store,Memberikan hasil sesuai klaim after 2 weeks.
R104004,PC002,2025-05-28,1.1,Negative,Instagram,"Mudah dibeli saat promo, value for money."
R104005,PC014,2020-04-04,1.7,Negative,Instagram,"Packaging bocor saat diterima, kurang aman."
R104006,PC011,2023-12-12,2.4,Negative,Tokopedia,"Harga sesuai, kualitas oke."
R104007,PC013,2021-07-01,4.3,Positive,Tokopedia,Wangi terlalu kuat untuk saya.
R104008,PC006,2022-05-30,4.6,Positive,Official Store,Memberikan hasil sesuai klaim after 2 weeks.
R104009,PC007,2021-01-05,1.6,Negative,Shopee,Wangi terlalu kuat untuk saya.
R104010,PC001,2022-11-07,4.9,Positive,Instagram,Kemasan baru lebih ramah lingkungan.
R104011,PC005,2022-06-23,3.4,Neutral,Official Store,"Mudah dibeli saat promo, value for money."
R104012,PC002,2024-08-21,4.9,Positive,Tokopedia,"Harumnya tahan lama, suka banget!"
R104013,PC007,2025-02-18,5.0,Positive,Official Store,Wangi terlalu kuat untuk saya.
R104014,PC005,2021-11-17,4.6,Positive,Instagram,"Mudah dibeli saat promo, value for money."
R104015,PC006,2024-08-13,3.7,Neutral,Official Store,"Kurang cocok di kulit saya, agak kering."
R104016,PC012,2025-03-11,2.6,Negative,Tokopedia,Wangi terlalu kuat untuk saya.
R104017,PC002,2024-11-06,1.6,Negative,Official Store,Memberikan hasil sesuai klaim after 2 weeks.
R104018,PC005,2020-06-26,3.2,Neutral,Tokopedia,"Packaging bocor saat diterima, kurang aman."
R104019,PC004,2024-01-19,4.9,Positive,Shopee,Wangi terlalu kuat untuk saya.
